target,class_label,precision,recall,f1_score,accuracy,balanced_accuracy,macro_f1,roc_auc,matthews_corr,cv_method,top1_feature,top2_feature,top3_feature,model,data
ef_score,0,0.9873134328358208,0.9706529713866471,0.9789123196448392,0.9591397849462365,0.7197014856933235,0.6618699529258678,0.9095515407190021,0.3380276005090465,TimeSeriesSplit,ef_money_sd,ef_regulation_business_start,ef_regulation_business_licensing,RandomForest,imputed
ef_score,1,0.2727272727272727,0.46875,0.3448275862068966,0.9591397849462365,0.7197014856933235,0.6618699529258678,0.9095515407190021,0.3380276005090465,TimeSeriesSplit,ef_money_sd,ef_regulation_business_start,ef_regulation_business_licensing,RandomForest,imputed
ef_score,0,0.9930448222565688,0.9427732942039618,0.9672563041023711,0.9376344086021505,0.830761647101981,0.6565604828782532,0.9559450660308144,0.3821556049431718,TimeSeriesSplit,ef_money_sd,ef_regulation_business_licensing,ef_regulation_labor_dismissal,XGBoost,imputed
ef_score,1,0.22772277227722773,0.71875,0.3458646616541354,0.9376344086021505,0.830761647101981,0.6565604828782532,0.9559450660308144,0.3821556049431718,TimeSeriesSplit,ef_money_sd,ef_regulation_business_licensing,ef_regulation_labor_dismissal,XGBoost,imputed
ef_score,0,0.981536189069424,0.97505502567865,0.9782848730217151,0.9577060931899641,0.596902512839325,0.5850328474697617,0.7489682685253117,0.17178557439208653,TimeSeriesSplit,ef_regulation_business_licensing,pf_ss_disappearances_violent_data,year,NeuralNetwork,imputed
ef_score,1,0.17073170731707318,0.21875,0.19178082191780824,0.9577060931899641,0.596902512839325,0.5850328474697617,0.7489682685253117,0.17178557439208653,TimeSeriesSplit,ef_regulation_business_licensing,pf_ss_disappearances_violent_data,year,NeuralNetwork,imputed
ef_government_tax,0,0.9888641425389755,0.9772560528246516,0.9830258302583025,0.9670250896057347,0.7542530264123257,0.7040129151291512,0.9164182868672047,0.4176520594782303,TimeSeriesSplit,pf_identity_fgm,ef_gender,ef_regulation_labor_dismissal,RandomForest,imputed
ef_government_tax,1,0.3541666666666667,0.53125,0.425,0.9670250896057347,0.7542530264123257,0.7040129151291512,0.9164182868672047,0.4176520594782303,TimeSeriesSplit,pf_identity_fgm,ef_gender,ef_regulation_labor_dismissal,RandomForest,imputed
ef_government_tax,0,0.9896831245394252,0.9853264856933236,0.9875,0.9756272401433692,0.7739132428466617,0.7508928571428571,0.9358377659574468,0.5038302281067956,TimeSeriesSplit,pf_identity_fgm,ef_gender,ef_regulation_labor_dismissal,XGBoost,imputed
ef_government_tax,1,0.47368421052631576,0.5625,0.5142857142857142,0.9756272401433692,0.7739132428466617,0.7508928571428571,0.9358377659574468,0.5038302281067956,TimeSeriesSplit,pf_identity_fgm,ef_gender,ef_regulation_labor_dismissal,XGBoost,imputed
